# squared distance, heading (radians)
14.529262,-1.637962
14.566560,-1.655488
14.687284,-1.655835
13.942806,-1.654700
13.308704,-1.656399
12.575501,-1.658251
11.904752,-1.655927
11.332517,-1.657173
10.541254,-1.655707
9.966143,-1.654993
9.372899,-1.654061
8.930570,-1.655278
8.355556,-1.656796
7.709704,-1.657717
7.164874,-1.657166
6.690266,-1.656818
6.152962,-1.654020
5.774237,-1.653199
5.437731,-1.651129
4.967636,-1.652170
4.491784,-1.652255
4.045422,-1.650216
3.751266,-1.649540
3.432435,-1.647005
3.010571,-1.648945
2.858939,-1.648090
2.529352,-1.646848
2.268104,-1.643744
2.025452,-1.645238
1.828118,-1.643855
1.665968,-1.646155
1.456657,-1.643767
1.313566,-1.644869
1.219590,-1.644329
1.079604,-1.644776
1.015171,-1.644544
0.930494,-1.646357
0.877172,-1.642957
0.879571,-1.641248
0.842143,-1.640237
0.791461,-1.638942
0.863012,-1.641706
0.908249,-1.641238
0.978231,-1.642102
1.055280,-1.639073
1.204937,-1.637401
1.327742,-1.637088
1.480033,-1.635441
1.706303,-1.636613
1.880332,-1.635061
2.177043,-1.634147
2.389501,-1.635367
2.653152,-1.634238
2.900180,-1.631224
3.253606,-1.630324
3.583870,-1.631503
3.973356,-1.630033
4.240601,-1.633536
4.575695,-1.637602
4.964160,-1.635082
5.314457,-1.637613
5.679434,-1.638454
6.200351,-1.638920
6.625557,-1.641252
7.181814,-1.641266
7.801315,-1.639419
8.368906,-1.637090
9.069595,-1.635855
9.566216,-1.636109
10.224966,-1.636379
10.807098,-1.633713
11.499310,-1.632200
12.357155,-1.633024
12.935112,-1.636905
13.615948,-1.637535
14.323958,-1.637058
14.985595,-1.636789
15.623176,-1.635664
16.527072,-1.638389
17.450041,-1.640753
18.358710,-1.642054
19.428018,-1.642956
20.427294,-1.642937
20.321506,-1.624747
20.444030,-1.608176
20.828590,-1.589490
20.714347,-1.574068
20.827673,-1.560314
20.794714,-1.538309
20.856982,-1.519126
20.952083,-1.502767
20.948995,-1.484144
20.861485,-1.463688
21.020281,-1.445507
21.258596,-1.429249
21.507707,-1.409209
21.577656,-1.386856
21.733116,-1.368002
21.880613,-1.352177
21.915933,-1.332595
21.983925,-1.314997
22.160058,-1.297225
22.355750,-1.281714
22.427982,-1.266548
22.506500,-1.249001
22.562073,-1.230999
22.536918,-1.214820
22.824185,-1.196250
22.942084,-1.178115
23.254833,-1.161389
23.642548,-1.144733
23.674808,-1.125251
23.831441,-1.109424
23.906992,-1.095648
23.820520,-1.078217
23.799520,-1.061292
23.661712,-1.042634
23.650033,-1.026794
23.647281,-1.008760
23.692486,-0.989914
23.616697,-0.974961
23.702606,-0.960902
23.450510,-0.947154
23.649665,-0.934304
23.752181,-0.915694
23.807164,-0.897502
23.845394,-0.880504
23.875217,-0.865147
23.927889,-0.848085
24.219804,-0.829511
24.183778,-0.811854
24.211654,-0.792722
24.426209,-0.776189
24.441046,-0.754328
24.271139,-0.737935
24.202012,-0.720907
24.219076,-0.703604
24.315405,-0.688410
24.320936,-0.671694
24.151275,-0.655761
24.123550,-0.639880
24.169385,-0.620839
24.331268,-0.601168
24.197112,-0.585479
24.166572,-0.569566
24.112898,-0.553384
24.161828,-0.533976
24.165287,-0.517824
24.389464,-0.500973
24.455442,-0.485083
24.621022,-0.469933
24.463059,-0.453046
24.716902,-0.438094
24.823026,-0.420409
24.767632,-0.399803
24.939158,-0.381435
25.176026,-0.364234
25.216952,-0.344115
25.273778,-0.327145
25.500020,-0.308425
25.428322,-0.290852
25.194687,-0.270747
25.441778,-0.251501
25.593760,-0.233331
25.501836,-0.214748
25.661802,-0.198555
25.824989,-0.183040
26.039222,-0.162239
26.158235,-0.143028
26.136560,-0.123207
26.019000,-0.105089
25.957676,-0.087002
26.091009,-0.069481
25.918023,-0.051078
25.924234,-0.033467
25.819229,-0.015601
25.958859,0.003546
26.124280,0.023485
26.026622,0.043552
26.110432,0.056570
26.013927,0.073138
25.904301,0.087608
25.805097,0.105508
25.953475,0.124340
25.832171,0.142042
25.682222,0.162404
25.941050,0.180299
25.661974,0.196710
25.887289,0.210939
25.969905,0.228478
25.873456,0.248260
25.883138,0.263671
25.963913,0.282263
25.854396,0.302583
25.589526,0.319794
25.582841,0.336181
25.973160,0.353175
26.062980,0.369010
26.268147,0.387609
26.367051,0.404159
26.370166,0.420571
26.344084,0.439868
25.993107,0.456277
26.242852,0.476214
26.247752,0.493304
26.264887,0.512594
25.957064,0.527592
25.923125,0.548170
25.857838,0.563290
25.768992,0.581622
25.741997,0.599350
25.780218,0.617534
25.873457,0.635589
25.820845,0.655202
25.980623,0.672803
25.965724,0.693749
25.940635,0.711125
25.800851,0.729777
25.989895,0.747767
25.980150,0.766191
25.987291,0.783308
25.799426,0.803829
25.726724,0.818810
25.780690,0.834276
25.665226,0.848521
25.436427,0.867957
25.673044,0.886751
25.559221,0.905322
25.621414,0.925295
25.730425,0.937129
25.747194,0.954513
25.777579,0.970837
26.079396,0.990987
26.032234,1.009305
26.244946,1.027287
26.322304,1.044594
26.108746,1.061041
26.110599,1.080405
25.973873,1.098452
25.949484,1.118250
25.934321,1.136364
25.539737,1.154058
25.452019,1.169540
25.538784,1.189366
25.725594,1.205268
25.423964,1.225434
25.270424,1.242347
25.454659,1.260454
25.380189,1.274730
25.375243,1.290979
25.342290,1.306078
25.002121,1.319711
24.885234,1.337387
25.007289,1.353911
24.784365,1.369625
24.772098,1.385011
24.531299,1.403118
24.311959,1.419298
24.156256,1.440867
23.846652,1.457372
23.636147,1.471734
23.451258,1.488747
23.392325,1.506270
23.235739,1.506972
22.401030,1.507479
21.391546,1.511341
20.619139,1.513153
19.710658,1.512763
18.846795,1.513779
18.205061,1.515452
17.171469,1.515165
16.257724,1.515900
15.713879,1.517227
14.969214,1.516869
14.234289,1.518927
13.563622,1.519160
12.916713,1.518985
12.359845,1.521520
11.837692,1.520059
11.029514,1.519574
10.574302,1.520104
10.019313,1.520679
9.315351,1.520396
8.735789,1.519372
8.199589,1.516326
7.779639,1.517280
7.362933,1.519331
6.779811,1.516581
6.310895,1.516678
5.938925,1.518055
5.556052,1.515428
5.166980,1.514034
4.794193,1.513862
4.392327,1.511932
4.167397,1.509500
3.913495,1.509189
3.678082,1.508504
3.518020,1.509477
3.298808,1.507588
3.139745,1.505698
2.926137,1.505118
2.756982,1.506043
2.649394,1.506147
2.496941,1.505095
2.441847,1.505120
2.321431,1.507149
2.272647,1.507949
2.231172,1.508642
2.252332,1.507719
2.175048,1.509678
2.179896,1.508859
2.165373,1.512687
2.212886,1.513090
2.221679,1.513816
2.230579,1.513379
2.364362,1.511296
2.562551,1.510442
2.701168,1.509928
2.905964,1.510565
3.153154,1.509312
3.356136,1.509748
3.708562,1.508716
3.980001,1.507304
4.248170,1.508180
4.570163,1.506906
4.905359,1.506918
5.153179,1.506401
5.462893,1.507813
5.827205,1.509847
6.227915,1.509438
6.628842,1.509063
7.078099,1.511363
7.515216,1.512930
7.962361,1.511669
8.402074,1.512246
8.970289,1.515892
9.434002,1.517216
9.949193,1.514891
10.455221,1.515585
11.079605,1.516023
11.775971,1.515280
12.402802,1.513487
12.890358,1.514928
13.226748,1.515543
13.123468,1.497763
13.184061,1.481655
13.393971,1.461790
13.419352,1.443825
13.516959,1.426636
13.451556,1.408024
13.360246,1.387610
13.666185,1.366762
14.001632,1.350302
14.152028,1.333038
14.204750,1.316597
14.200300,1.297815
14.279498,1.281054
14.304525,1.261770
14.330460,1.245936
14.343221,1.228444
14.329690,1.208817
14.367039,1.192954
14.486317,1.176862
14.763031,1.155924
14.808713,1.137745
14.864622,1.120556
15.073949,1.101138
15.089599,1.083784
15.154826,1.066591
15.178183,1.046527
15.341070,1.028511
15.374840,1.006926
15.544144,0.986111
15.670015,0.972994
15.854070,0.956126
15.885244,0.939570
16.051507,0.925136
16.140320,0.908595
16.446736,0.893160
16.474270,0.874718
16.496794,0.861202
16.502053,0.846350
16.523741,0.828760
16.409757,0.811786
16.495888,0.797616
16.603341,0.778753
16.593415,0.762290
16.726525,0.743757
16.866186,0.724348
17.003975,0.705365
16.995254,0.689237
17.071347,0.674774
17.259213,0.659711
17.408384,0.642945
17.629922,0.626550
17.574414,0.606937
17.599009,0.589637
17.609885,0.574742
17.804070,0.556223
17.659048,0.535450
17.732954,0.520644
17.849056,0.501082
18.027459,0.483146
18.160902,0.465060
18.095600,0.450738
18.052935,0.432442
18.046272,0.412172
17.979598,0.393535
17.861793,0.376846
17.955138,0.358307
18.039639,0.340579
18.116967,0.325537
18.284921,0.307404
18.422436,0.287622
18.537784,0.271803
18.555805,0.252647
18.699345,0.235457
18.496407,0.222066
18.560764,0.203926
18.572018,0.187247
18.500864,0.169533
18.686078,0.152983
18.698931,0.136812
18.846334,0.122004
18.890819,0.107900
18.853424,0.092481
18.901327,0.075036
18.885979,0.057669
18.938638,0.039830
19.003835,0.022426
19.157505,0.006124
19.197785,-0.008267
19.305172,-0.028626
19.330803,-0.044974
19.404199,-0.060662
19.527217,-0.077564
19.405851,-0.096778
19.574708,-0.114571
19.544364,-0.134923
19.643122,-0.156157
19.570277,-0.173640
19.335502,-0.192072
19.598096,-0.211247
19.666204,-0.229554
19.695029,-0.245423
19.683467,-0.264416
19.683246,-0.282012
19.878704,-0.302101
19.904706,-0.318981
19.927471,-0.338597
19.829150,-0.357391
19.808754,-0.372938
19.918097,-0.393223
19.612813,-0.412874
19.719261,-0.430253
19.687137,-0.449871
19.601266,-0.467050
19.533550,-0.484188
19.349009,-0.501580
19.452050,-0.518563
19.400180,-0.539038
19.396610,-0.556184
19.240577,-0.573774
19.157633,-0.590070
19.303143,-0.604325
19.431403,-0.620450
19.342663,-0.638058
19.231654,-0.657510
19.110525,-0.678902
19.047526,-0.699238
18.892548,-0.716360
18.970619,-0.732263
18.993005,-0.749433
18.956041,-0.769622
18.850529,-0.789388
18.918128,-0.803470
18.930018,-0.820964
18.983186,-0.836882
18.868233,-0.853021
18.833948,-0.872322
18.720842,-0.889046
18.537906,-0.907595
18.473060,-0.922343
18.706955,-0.940325
18.552709,-0.958208
18.363025,-0.978620
18.549320,-0.996375
18.445283,-1.013269
18.365956,-1.030842
18.476573,-1.047463
18.269531,-1.064818
18.121291,-1.079895
17.968123,-1.094759
17.968730,-1.108532
17.994066,-1.129668
17.938695,-1.148096
17.915257,-1.165422
18.075586,-1.183111
17.900427,-1.199366
17.841458,-1.216566
17.799851,-1.230478
17.669225,-1.246768
17.600417,-1.263004
17.829343,-1.277484
17.724395,-1.296844
17.805220,-1.315186
17.770361,-1.329525
17.659297,-1.345022
17.664753,-1.362858
17.590312,-1.379105
17.484217,-1.396715
17.294068,-1.416932
17.408974,-1.434196
17.292812,-1.449458
16.997019,-1.465662
16.994231,-1.486081
16.979634,-1.503914
17.026939,-1.520563
17.045199,-1.537480
16.980001,-1.556363
16.884703,-1.573152
16.810360,-1.590632
16.670861,-1.607227
16.596782,-1.624608
16.727052,-1.625607
15.976942,-1.623614
15.179887,-1.622511
14.511230,-1.622897
13.944388,-1.621353
13.138776,-1.620241
12.656880,-1.620345
12.055348,-1.619129
11.609692,-1.621816
11.164460,-1.621077
10.680582,-1.621304
10.324807,-1.620446
9.864758,-1.622446
9.406906,-1.624592
8.875381,-1.626007
8.477802,-1.628455
8.072416,-1.627631
7.644404,-1.627563
7.286261,-1.627086
6.815965,-1.625537
6.510424,-1.625438
6.334416,-1.625955
6.025876,-1.626110
5.760753,-1.625335
5.489940,-1.625958
5.168215,-1.629103
4.914663,-1.629900
4.663204,-1.631090
4.569999,-1.631168
4.284567,-1.630400
4.098208,-1.626104
3.910609,-1.626350
3.786678,-1.623306
3.755436,-1.620031
3.741098,-1.617883
3.742391,-1.619986
3.710181,-1.621323
3.608791,-1.618801
3.547470,-1.617849
3.493616,-1.618713
3.485705,-1.617970
3.582479,-1.615374
3.631738,-1.617357
3.775907,-1.617489
3.869507,-1.617227
3.991201,-1.615836
4.255158,-1.612962
4.542835,-1.615328
4.740481,-1.614145
4.974505,-1.615788
5.098129,-1.616186
5.351588,-1.619233
5.661700,-1.615656
6.011338,-1.613897
6.282449,-1.612365
6.693601,-1.614522
7.135049,-1.614661
7.555703,-1.616994
8.044618,-1.616541
8.648767,-1.614320
9.108290,-1.612290
9.487322,-1.614468
10.133114,-1.614910
10.677819,-1.611775
11.145063,-1.612993
11.648385,-1.612441
12.255435,-1.615880
12.920068,-1.614947
13.686660,-1.614534
14.352478,-1.614746
15.150214,-1.615929
15.947107,-1.614859
16.615326,-1.613645
17.348885,-1.613418
18.244346,-1.613840
18.867761,-1.617311
19.776029,-1.615735
20.529882,-1.616923
21.048428,-1.619037
21.787555,-1.617080
22.658883,-1.617211
22.656551,-1.599654
22.664758,-1.585197
22.885893,-1.565288
23.078595,-1.547979
23.337834,-1.532696
23.394306,-1.516517
23.583102,-1.501207
23.807938,-1.480405
23.805620,-1.458912
24.061908,-1.438702
23.955955,-1.421052
23.846810,-1.404429
23.775829,-1.386722
23.764225,-1.368229
23.762372,-1.352860
23.863372,-1.334930
24.054107,-1.319403
23.962434,-1.304265
24.064680,-1.286745
23.890490,-1.270464
23.878268,-1.255344
24.044754,-1.240584
24.500952,-1.220405
24.731992,-1.206498
24.614735,-1.190640
24.603475,-1.169728
24.635384,-1.153061
24.775586,-1.137815
24.886531,-1.120696
24.880138,-1.105025
25.120499,-1.081913
25.083360,-1.065184
25.047699,-1.045499
25.477235,-1.028475
25.623307,-1.010297
25.570989,-0.991330
25.578373,-0.974206
25.720190,-0.958703
25.886555,-0.939365
26.021834,-0.923829
26.063805,-0.906608
26.103272,-0.890686
26.132140,-0.873399
26.270267,-0.851756
26.248682,-0.832975
26.152460,-0.816789
26.212492,-0.797606
26.249751,-0.781401
26.604981,-0.763411
26.804606,-0.747006
26.933763,-0.731971
26.852119,-0.716222
26.876022,-0.700804
26.953099,-0.682714
26.944366,-0.663641
27.164105,-0.643877
27.169437,-0.625066
27.095687,-0.609229
26.988331,-0.594315
26.960937,-0.575463
26.925100,-0.559614
26.851670,-0.542641
26.767460,-0.526252
26.851034,-0.510466
26.744946,-0.495462
26.985578,-0.478783
27.109892,-0.466053
27.123878,-0.447264
27.113105,-0.428961
27.235354,-0.413251
27.146725,-0.394352
27.274860,-0.375891
27.071214,-0.354691
27.133652,-0.335905
27.501974,-0.321698
27.598987,-0.303744
27.511450,-0.287826
27.810112,-0.266714
27.950967,-0.248815
28.093489,-0.229947
28.099807,-0.213001
28.152935,-0.197382
28.293566,-0.178093
28.435425,-0.161448
28.357702,-0.142905
28.450461,-0.126305
28.481418,-0.107306
28.361570,-0.092611
28.546207,-0.070490
28.372570,-0.055272
28.765918,-0.038796
29.132030,-0.023789
29.165605,-0.006220
29.168044,0.009264
29.287600,0.027301
29.093577,0.046526
28.985909,0.063294
29.300968,0.079713
29.387279,0.094120
29.247010,0.110147
29.398181,0.128897
29.778355,0.146333
29.659706,0.165554
29.750191,0.183896
29.776425,0.199883
30.105618,0.216359
30.428037,0.230173
30.324004,0.244626
30.413092,0.261774
30.453236,0.282332
30.601481,0.298306
30.669180,0.318229
30.507778,0.332632
30.777555,0.351330
30.850338,0.369502
30.760340,0.387347
30.424351,0.400210
30.293512,0.418949
30.441848,0.435177
30.445267,0.456142
30.495304,0.472850
30.561535,0.487811
30.656605,0.505480
30.430598,0.520527
30.680676,0.535399
30.746493,0.553817
30.883915,0.569679
30.530524,0.586706
30.741342,0.602869
30.702999,0.619666
30.824702,0.638144
31.073165,0.653899
30.940554,0.674654
30.902360,0.691604
30.903551,0.707127
30.848996,0.725520
30.914103,0.743071
30.895655,0.759393
30.766203,0.778270
30.468952,0.794347
30.246628,0.811860
30.323672,0.825181
30.426941,0.838506
30.548893,0.854918
30.588964,0.872008
30.253594,0.886837
30.332167,0.906944
30.184984,0.926022
30.143883,0.945944
30.214609,0.957539
30.130302,0.975286
29.981227,0.992850
29.863296,1.011496
30.152760,1.029792
30.156302,1.043383
29.745224,1.058842
29.553330,1.071365
29.278858,1.091353
29.242415,1.107451
29.087312,1.126769
28.825038,1.144384
28.851871,1.161273
28.973680,1.180843
28.712547,1.201249
28.571579,1.218496
28.466058,1.237497
28.505507,1.257447
28.542098,1.277077
28.473832,1.295039
28.373154,1.313314
28.145880,1.331129
28.191385,1.345370
28.046604,1.361556
28.087458,1.377171
27.876456,1.390807
27.597414,1.405992
27.195308,1.424529
27.050236,1.445096
27.021053,1.462709
26.892359,1.479623
