# x,y,theta (radians)
-4.000000,-4.000000,1.570796
-3.997228,-3.883800,1.571333
-3.994094,-3.775340,1.573432
-4.005157,-3.669688,1.572632
-3.994558,-3.576473,1.573561
-3.992583,-3.483168,1.576548
-4.007350,-3.359471,1.576417
-3.988182,-3.241927,1.578604
-3.967685,-3.155349,1.578858
-3.950801,-3.043283,1.577120
-3.948172,-2.938350,1.576987
-3.949267,-2.828755,1.574347
-3.953755,-2.724255,1.573049
-3.935518,-2.619645,1.573165
-3.931153,-2.511027,1.572006
-3.929380,-2.419266,1.571484
-3.927765,-2.333986,1.571406
-3.898895,-2.234741,1.568449
-3.884930,-2.148521,1.568705
-3.874606,-2.017463,1.569619
-3.855951,-1.883263,1.568967
-3.841036,-1.768091,1.568527
-3.863053,-1.690083,1.567187
-3.880618,-1.587419,1.567242
-3.868153,-1.492816,1.566318
-3.875594,-1.403547,1.565863
-3.874333,-1.303029,1.565918
-3.881417,-1.198729,1.565918
-3.881860,-1.097353,1.566202
-3.877413,-0.999099,1.563224
-3.902832,-0.909429,1.562315
-3.892507,-0.820064,1.560869
-3.882520,-0.702877,1.561961
-3.889656,-0.607388,1.557793
-3.870250,-0.501378,1.560707
-3.882280,-0.400927,1.562848
-3.874078,-0.282942,1.563654
-3.906325,-0.192641,1.566840
-3.906773,-0.105581,1.565354
-3.910607,-0.005333,1.561933
-3.892001,0.069400,1.559541
-3.871042,0.155118,1.559689
-3.864059,0.267776,1.562038
-3.884736,0.374717,1.562592
-3.905494,0.487374,1.565403
-3.878046,0.594415,1.565545
-3.872772,0.695025,1.566866
-3.880656,0.787321,1.569118
-3.908866,0.908006,1.570039
-3.901701,1.034883,1.570006
-3.903908,1.149814,1.571953
-3.931999,1.271354,1.573720
-3.931444,1.363649,1.571986
-3.952926,1.454492,1.570263
-3.952901,1.555432,1.572237
-3.973290,1.653455,1.568350
-3.993282,1.739093,1.565888
-3.977724,1.820776,1.564126
-3.951160,1.917459,1.565052
-3.980697,2.048366,1.564673
-3.975943,2.151081,1.563022
-3.971055,2.249008,1.560685
-3.961028,2.321855,1.559582
-3.926947,2.411488,1.560695
-3.926170,2.534057,1.561968
-3.900093,2.622349,1.563414
-3.913401,2.719403,1.561864
-3.913466,2.823384,1.562047
-3.901958,2.904369,1.561941
-3.894180,3.006111,1.555935
-3.913855,3.100819,1.550982
-3.905839,3.210386,1.549582
-3.910526,3.285228,1.551626
-3.904924,3.368607,1.549393
-3.889976,3.470801,1.550626
-3.864598,3.582065,1.548662
-3.840225,3.682089,1.550222
-3.842262,3.764301,1.551313
-3.845133,3.847532,1.552103
-3.868059,3.957436,1.551800
-3.876732,4.073960,1.551095
-3.876004,4.091549,1.534004
-3.886618,4.100802,1.513721
-3.888088,4.109345,1.495757
-3.877017,4.096877,1.480390
-3.863989,4.089664,1.463398
-3.836314,4.085934,1.448022
-3.834770,4.107366,1.432700
-3.844625,4.142462,1.414921
-3.858281,4.112872,1.399184
-3.854481,4.112574,1.382015
-3.843451,4.136228,1.366945
-3.868450,4.146809,1.348585
-3.860476,4.172866,1.329263
-3.859773,4.184767,1.311561
-3.857508,4.187056,1.294856
-3.853801,4.211230,1.276495
-3.867084,4.201268,1.261431
-3.864941,4.188096,1.246848
-3.881622,4.193007,1.227088
-3.875442,4.215565,1.209663
-3.861952,4.205656,1.192333
-3.847113,4.183125,1.172583
-3.832802,4.215929,1.153052
-3.823535,4.219742,1.137557
-3.834478,4.238699,1.122842
-3.852100,4.235533,1.106727
-3.860399,4.227973,1.088469
-3.850350,4.222992,1.071780
-3.830435,4.230199,1.057327
-3.822415,4.247086,1.038427
-3.806281,4.249836,1.021520
-3.822491,4.261656,1.002981
-3.840476,4.280767,0.990246
-3.827274,4.301881,0.973050
-3.820755,4.307081,0.954110
-3.801793,4.332205,0.935162
-3.785776,4.336669,0.914263
-3.784772,4.369043,0.896958
-3.780618,4.380508,0.883783
-3.773434,4.384691,0.866070
-3.737428,4.403340,0.848459
-3.728751,4.412125,0.831293
-3.727273,4.403386,0.811090
-3.720555,4.412119,0.793246
-3.700012,4.415813,0.776407
-3.692046,4.425077,0.757640
-3.682455,4.430351,0.741541
-3.664778,4.445736,0.724279
-3.645809,4.460080,0.701872
-3.656416,4.470859,0.682642
-3.647428,4.489136,0.662488
-3.633191,4.497487,0.645405
-3.643021,4.515179,0.625151
-3.664646,4.521485,0.610960
-3.651096,4.547797,0.591186
-3.642760,4.558141,0.573032
-3.652917,4.570805,0.554112
-3.648371,4.572798,0.536092
-3.664218,4.584021,0.515095
-3.642829,4.582087,0.500556
-3.640803,4.600965,0.488504
-3.649831,4.615901,0.469635
-3.653742,4.615516,0.454326
-3.637872,4.604867,0.435240
-3.634270,4.624032,0.418006
-3.633743,4.636458,0.398159
-3.613779,4.635965,0.380289
-3.599311,4.618487,0.363370
-3.566858,4.632482,0.347701
-3.577673,4.631565,0.330408
-3.564575,4.646052,0.309990
-3.562813,4.647533,0.297596
-3.546116,4.634710,0.277095
-3.539086,4.627146,0.259008
-3.539539,4.633711,0.241787
-3.535785,4.644408,0.221003
-3.530700,4.646986,0.203038
-3.507117,4.625949,0.186085
-3.532019,4.597173,0.166600
-3.510033,4.583853,0.149216
-3.487406,4.595605,0.131620
-3.487519,4.619455,0.113320
-3.475763,4.641857,0.091079
-3.476737,4.657460,0.075157
-3.463420,4.651918,0.061068
-3.457053,4.648206,0.043232
-3.446197,4.629470,0.026698
-3.439615,4.622570,0.013549
-3.438408,4.598295,-0.003003
-3.443617,4.580200,-0.019590
-3.433242,4.601032,-0.030985
-3.414312,4.597334,-0.048079
-3.421928,4.612650,-0.066789
-3.407996,4.611055,-0.084818
-3.412827,4.596684,-0.101464
-3.400115,4.595837,-0.122686
-3.374068,4.597945,-0.137175
-3.366925,4.629043,-0.158524
-3.364127,4.639097,-0.173921
-3.364245,4.643763,-0.193804
-3.349116,4.631764,-0.208140
-3.335598,4.624299,-0.223542
-3.324255,4.632115,-0.239853
-3.328934,4.627558,-0.259954
-3.327948,4.623581,-0.281525
-3.303284,4.639065,-0.301222
-3.302274,4.644686,-0.315192
-3.296620,4.628686,-0.330822
-3.278341,4.625793,-0.344883
-3.280516,4.618101,-0.362611
-3.301635,4.619287,-0.380917
-3.321304,4.604921,-0.397318
-3.335835,4.586248,-0.414284
-3.301982,4.561681,-0.432526
-3.286954,4.543050,-0.449884
-3.279867,4.531857,-0.467972
-3.265411,4.528559,-0.485964
-3.268614,4.502543,-0.506317
-3.267231,4.506957,-0.520308
-3.277551,4.496625,-0.540601
-3.263821,4.463581,-0.558989
-3.254821,4.470593,-0.575971
-3.210941,4.480412,-0.594934
-3.204983,4.463245,-0.612315
-3.200458,4.462782,-0.629405
-3.180443,4.465303,-0.644957
-3.170132,4.454704,-0.660844
-3.170580,4.435306,-0.680275
-3.176585,4.438403,-0.699329
-3.158024,4.450882,-0.714952
-3.172110,4.437226,-0.731483
-3.147262,4.421216,-0.749753
-3.127274,4.423086,-0.766629
-3.128330,4.425933,-0.785391
-3.122543,4.433939,-0.805558
-3.117151,4.437853,-0.820825
-3.116473,4.425636,-0.840181
-3.134222,4.432728,-0.856513
-3.121668,4.408560,-0.874560
-3.121057,4.416143,-0.890747
-3.105104,4.418926,-0.908239
-3.113040,4.432710,-0.927302
-3.098541,4.419473,-0.943267
-3.095189,4.393370,-0.959944
-3.099831,4.363244,-0.977969
-3.092985,4.363526,-0.993689
-3.079358,4.348418,-1.010207
-3.086029,4.337413,-1.027717
-3.068921,4.320383,-1.044924
-3.059825,4.329077,-1.065003
-3.055843,4.307496,-1.083259
-3.035045,4.298240,-1.097135
-3.039952,4.282681,-1.114387
-3.026910,4.288286,-1.135622
-3.023359,4.270706,-1.153141
-3.033701,4.265986,-1.167497
-3.033153,4.276461,-1.187689
-3.040854,4.279319,-1.205897
-3.066328,4.289620,-1.223998
-3.059097,4.277202,-1.241957
-3.046616,4.258177,-1.260881
-3.025448,4.245151,-1.279475
-3.011878,4.252679,-1.295589
-3.012089,4.266605,-1.315358
-3.022479,4.280592,-1.333835
-3.043349,4.274134,-1.349159
-3.063655,4.269216,-1.365807
-3.052249,4.264325,-1.385488
-3.031467,4.249699,-1.403519
-3.032869,4.244470,-1.424001
-3.024179,4.221671,-1.443748
-3.025497,4.198604,-1.460834
-3.029974,4.195714,-1.480663
-3.028544,4.191990,-1.501245
-3.010574,4.188639,-1.516892
-3.017663,4.176328,-1.536715
-3.052620,4.167645,-1.554282
-3.046370,4.158246,-1.571960
-3.056690,4.129989,-1.589841
-3.057679,4.132339,-1.608898
-3.030106,4.160364,-1.611309
-3.042140,4.050533,-1.609052
-3.044374,3.961069,-1.611559
-3.014122,3.889650,-1.611151
-3.020395,3.786177,-1.615232
-3.031877,3.692181,-1.615249
-3.018553,3.572532,-1.613626
-3.010600,3.491163,-1.613630
-3.014496,3.403180,-1.612562
-3.020494,3.310592,-1.613311
-3.050407,3.200359,-1.611759
-3.049799,3.097960,-1.611011
-3.056104,2.991550,-1.610628
-3.047810,2.892054,-1.611370
-3.052034,2.790978,-1.610462
-3.061909,2.688738,-1.608917
-3.070216,2.607627,-1.605482
-3.069929,2.514585,-1.605610
-3.058702,2.408364,-1.605895
-3.060244,2.307810,-1.603869
-3.074955,2.218903,-1.602616
-3.072248,2.091087,-1.602905
-3.094045,1.997778,-1.601801
-3.113330,1.899569,-1.598631
-3.098930,1.785773,-1.597525
-3.110444,1.671074,-1.595839
-3.101203,1.573268,-1.592196
-3.099366,1.470247,-1.593369
-3.134238,1.347833,-1.593384
-3.129615,1.227968,-1.593470
-3.135970,1.131299,-1.593152
-3.129128,1.020308,-1.590342
-3.116762,0.920242,-1.589533
-3.129926,0.828722,-1.586635
-3.123315,0.733708,-1.582524
-3.101047,0.635398,-1.586873
-3.101695,0.538978,-1.590405
-3.103653,0.442500,-1.593528
-3.113004,0.331749,-1.593288
-3.107918,0.251698,-1.592906
-3.095246,0.164768,-1.591420
-3.067367,0.084817,-1.590788
-3.044374,-0.022061,-1.588713
-3.043501,-0.130656,-1.589202
-3.053079,-0.253101,-1.590369
-3.039990,-0.360665,-1.589557
-3.046580,-0.476580,-1.589015
-3.045115,-0.569290,-1.590317
-3.033719,-0.649731,-1.591174
-3.021171,-0.754408,-1.589290
-2.990796,-0.854946,-1.588955
-3.003380,-0.957543,-1.588030
-2.992347,-1.067897,-1.588975
-2.977632,-1.182632,-1.588617
-2.986291,-1.288163,-1.590129
-2.981059,-1.404525,-1.592002
-2.979167,-1.521317,-1.591205
-2.960636,-1.645333,-1.590369
-2.953059,-1.776165,-1.589693
-2.974779,-1.890045,-1.588658
-2.964034,-1.983899,-1.588330
-2.971717,-2.115874,-1.588388
-2.977139,-2.200120,-1.587545
-2.990717,-2.320183,-1.584553
-2.992637,-2.416131,-1.583053
-2.987076,-2.526441,-1.579981
-2.983270,-2.646219,-1.583356
-2.972794,-2.735369,-1.581491
-2.976876,-2.859323,-1.577603
-2.981508,-2.960758,-1.578610
-2.986603,-3.054482,-1.576780
-2.981532,-3.146447,-1.578775
-2.970919,-3.250916,-1.581337
-2.971235,-3.331666,-1.579820
-2.973110,-3.421918,-1.579155
-2.958538,-3.538944,-1.578935
-2.950526,-3.631621,-1.575503
-2.955412,-3.723289,-1.576755
-2.932563,-3.798430,-1.578898
-2.928176,-3.882929,-1.575205
-2.918555,-3.987114,-1.575772
-2.936459,-3.983581,-1.560887
-2.955673,-3.986966,-1.541423
-2.963205,-3.979943,-1.523898
-2.973137,-3.996906,-1.509870
-2.989229,-4.024824,-1.493349
-2.982108,-4.058015,-1.475030
-2.981809,-4.041617,-1.455989
-2.979438,-4.027770,-1.437942
-2.974297,-4.032254,-1.422869
-2.988142,-4.045460,-1.406098
-2.978287,-4.025745,-1.387875
-2.964667,-4.028980,-1.369890
-2.979538,-4.039893,-1.353214
-2.978101,-4.048142,-1.336559
-2.980855,-4.040973,-1.320439
-2.955606,-4.029957,-1.304148
-2.940613,-4.059274,-1.286754
-2.935547,-4.063221,-1.266280
-2.910019,-4.063927,-1.251922
-2.880052,-4.059951,-1.233619
-2.889335,-4.067467,-1.216228
-2.858417,-4.070479,-1.199948
-2.850771,-4.073769,-1.179625
-2.866341,-4.078275,-1.159045
-2.881480,-4.092713,-1.143627
-2.909872,-4.109959,-1.130052
-2.904707,-4.119469,-1.114549
-2.898924,-4.102305,-1.101477
-2.906416,-4.110213,-1.086663
-2.910442,-4.107622,-1.067597
-2.918423,-4.116445,-1.047957
-2.916360,-4.136238,-1.029718
-2.925919,-4.153488,-1.011350
-2.904268,-4.161976,-0.994905
-2.900881,-4.153818,-0.977107
-2.878115,-4.174870,-0.958587
-2.865891,-4.190176,-0.940775
-2.872996,-4.182781,-0.923423
-2.858894,-4.191593,-0.907383
-2.844796,-4.217114,-0.889327
-2.839544,-4.199298,-0.871851
-2.854189,-4.205370,-0.853922
-2.861806,-4.198813,-0.838158
-2.841883,-4.212970,-0.819975
-2.845692,-4.221773,-0.806038
-2.842808,-4.208157,-0.789256
-2.855587,-4.225303,-0.772263
-2.874431,-4.205463,-0.755516
-2.885285,-4.212008,-0.736466
-2.880633,-4.237001,-0.720114
-2.881843,-4.234148,-0.699642
-2.867085,-4.244578,-0.680581
-2.858363,-4.242632,-0.666089
-2.843967,-4.243867,-0.647171
-2.829844,-4.245885,-0.629940
-2.833573,-4.268600,-0.617054
-2.841520,-4.240755,-0.602113
-2.844140,-4.222122,-0.583700
-2.855937,-4.201540,-0.564808
-2.845277,-4.196993,-0.548638
-2.823725,-4.199400,-0.530295
-2.816950,-4.198601,-0.513174
